pct_std,county,precinct,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREODEL,G20PRESLAR,G20PREGHAW,G20PRECBLA,G20PREOWRI
HIL0131,HIL,"131",1389,1535,25,0,0,2,0,10
HIL0133,HIL,"133",865,650,8,0,1,1,0,7
HIL0135,HIL,"135",1597,1490,31,3,3,4,1,12
HIL0137,HIL,"137",1244,1126,16,1,2,1,0,9
HIL0139,HIL,"139",1508,1100,18,0,0,4,1,7
HIL0141,HIL,"141",478,728,19,0,2,2,1,5
HIL0145,HIL,"145",460,600,13,1,1,2,0,6
HIL0151,HIL,"151",551,798,17,4,0,0,0,3
HIL0153,HIL,"153",189,338,6,2,1,0,0,4
HIL0157,HIL,"157",392,436,6,0,0,1,0,3
HIL0159,HIL,"159",1571,1641,28,3,1,2,0,14
HIL0160,HIL,"160",673,1022,17,1,1,4,0,6
HIL0161,HIL,"161",781,1068,15,2,0,2,0,4
HIL0163,HIL,"163",303,652,7,0,1,0,0,6
HIL0165,HIL,"165",537,871,12,0,1,2,0,5
HIL0169,HIL,"169",497,1507,26,1,4,8,1,8
HIL0175,HIL,"175",928,1261,18,1,1,8,0,6
HIL0179,HIL,"179",650,856,18,0,0,2,0,2
HIL0203,HIL,"203",786,1922,28,1,3,6,0,6
HIL0205,HIL,"205",1113,1655,22,2,5,3,0,5
HIL0207,HIL,"207",192,1012,11,1,3,3,0,3
HIL0209,HIL,"209",316,1147,6,3,3,6,1,4
HIL0213,HIL,"213",299,1194,11,1,4,3,2,7
HIL0217,HIL,"217",828,1503,19,1,1,6,0,9
HIL0218,HIL,"218",266,390,3,0,0,1,0,4
HIL0219,HIL,"219",975,1242,10,2,4,3,0,8
HIL0221,HIL,"221",185,226,1,1,0,2,0,2
HIL0223,HIL,"223",729,1207,19,1,0,3,0,6
HIL0225,HIL,"225",536,575,14,0,1,1,1,4
HIL0227,HIL,"227",916,1297,17,0,5,5,1,10
HIL0231,HIL,"231",711,1819,28,3,3,6,0,6
HIL0233,HIL,"233",561,1285,16,1,0,3,0,10
HIL0237,HIL,"237",687,1441,18,0,0,5,0,9
HIL0239,HIL,"239",771,1027,13,1,3,3,2,6
HIL0240,HIL,"240",1124,1333,19,6,2,6,1,8
HIL0241,HIL,"241",73,188,1,0,0,0,0,0
HIL0243,HIL,"243",788,1234,16,4,0,3,0,11
HIL0244,HIL,"244",7,22,0,0,0,0,0,0
HIL0245,HIL,"245",720,824,10,1,1,3,0,1
HIL0247,HIL,"247",152,359,5,0,0,2,0,2
HIL0249,HIL,"249",1202,1209,16,3,3,6,0,9
HIL0250,HIL,"250",33,30,1,0,0,0,0,2
HIL0301,HIL,"301",230,397,9,0,4,0,0,2
HIL0303,HIL,"303",21,183,0,0,0,0,0,0
HIL0304,HIL,"304",95,359,3,1,0,3,0,2
HIL0305,HIL,"305",460,2643,39,0,4,3,6,9
HIL0307,HIL,"307",281,1360,9,4,2,4,0,3
HIL0309,HIL,"309",142,1881,7,2,3,3,0,5
HIL0317,HIL,"317",297,1333,13,1,5,3,1,8
HIL0318,HIL,"318",280,972,8,3,2,6,0,2
HIL0319,HIL,"319",381,1375,15,4,2,7,0,7
HIL0321,HIL,"321",221,2172,13,2,5,2,1,10
HIL0325,HIL,"325",145,2102,10,1,2,0,2,7
HIL0327,HIL,"327",256,2206,16,4,1,4,1,5
HIL0329,HIL,"329",354,2222,14,0,4,7,2,10
HIL0333,HIL,"333",320,824,11,1,0,5,0,7
HIL0335,HIL,"335",353,867,4,1,1,4,1,1
HIL0338,HIL,"338",256,897,7,2,3,5,1,3
HIL0339,HIL,"339",269,838,9,0,0,1,0,4
HIL0341,HIL,"341",585,2183,19,3,4,7,0,6
HIL0342,HIL,"342",536,1646,8,4,0,4,5,5
HIL0343,HIL,"343",424,1036,8,1,1,6,0,3
HIL0344,HIL,"344",309,1524,14,0,3,4,1,7
HIL0345,HIL,"345",568,1284,17,0,1,5,1,3
HIL0346,HIL,"346",12,33,1,0,0,0,0,1
HIL0347,HIL,"347",508,1646,10,2,6,9,0,4
HIL0353,HIL,"353",147,433,5,0,0,4,0,1
HIL0355,HIL,"355",253,325,5,0,1,1,1,3
HIL0356,HIL,"356",57,308,1,1,1,1,0,1
HIL0357,HIL,"357",673,967,19,2,1,4,1,5
HIL0358,HIL,"358",1109,1717,20,4,2,8,1,10
HIL0359,HIL,"359",881,1617,20,0,3,7,0,9
HIL0360,HIL,"360",650,1009,5,2,0,1,0,9
HIL0361,HIL,"361",1577,1928,24,3,3,9,1,11
HIL0362,HIL,"362",959,1249,5,4,2,6,1,5
HIL0363,HIL,"363",212,620,5,0,1,4,0,1
HIL0364,HIL,"364",552,1079,15,1,3,4,0,4
HIL0365,HIL,"365",418,792,12,2,1,0,0,7
HIL0366,HIL,"366",1376,2157,36,2,2,5,2,11
HIL0368,HIL,"368",296,760,5,0,1,6,3,2
HIL0369,HIL,"369",176,409,6,0,1,3,0,1
HIL0370,HIL,"370",786,1078,13,1,0,0,0,0
HIL0371,HIL,"371",334,763,8,1,2,4,0,2
HIL0372,HIL,"372",427,485,2,0,0,2,0,3
HIL0373,HIL,"373",81,200,0,0,0,1,0,1
HIL0401,HIL,"401",1415,1426,28,0,0,9,2,10
HIL0403,HIL,"403",959,1193,15,2,3,1,2,5
HIL0404,HIL,"404",623,421,6,0,2,1,1,4
HIL0405,HIL,"405",482,957,13,0,2,3,1,0
HIL0407,HIL,"407",1058,1148,13,3,1,2,1,4
HIL0410,HIL,"410",611,859,7,1,0,5,0,5
HIL0411,HIL,"411",966,1079,15,2,5,3,0,2
HIL0412,HIL,"412",1422,1351,23,1,5,0,1,9
HIL0413,HIL,"413",542,542,4,2,0,0,1,1
HIL0414,HIL,"414",1067,1690,18,4,3,5,1,7
HIL0415,HIL,"415",1216,1341,18,3,3,3,0,6
HIL0421,HIL,"421",942,1106,12,2,3,6,0,5
HIL0422,HIL,"422",943,1318,12,4,3,12,1,4
